Total_Molecules: 84
Total_Reactions: 735
Sorting by     : TP Descending
************************************************************

NH2				PRODUCTION RXS		INT RX RATE	TP = 6.27e+10

  P42	NH3			= NH2	+ H		3.320384e+10
  R641	N2H3	+ H		= NH2	+ NH2		1.389351e+10 (x2)
  R40	NH	+ OH		= NH2	+ O		1.370022e+09
  R329	NH3	+ CN		= HCN	+ NH2		3.182453e+08
  R523	OH	+ NH3		= H2O	+ NH2		2.327064e+07
  R461	O(1D)	+ NH3		= OH	+ NH2		1.907594e+05
  R186	H	+ NH3		= H2	+ NH2		5.756284e+03
  M24	N	+ H2		= NH2			1.443858e+03
  R171	H	+ HCNO		= CO	+ NH2		3.910555e+02
  R328	NH3	+ CH3		= CH4	+ NH2		1.057554e+01
  T91	N2H4			= NH2	+ NH2		4.191457e-06 (x2)
  R515	OH	+ HCN		= CO	+ NH2		2.247519e-09
  R300	NH	+ NH3		= NH2	+ NH2		6.307146e-12 (x2)
  T93	CH5N			= CH3	+ NH2		6.868095e-22
  R174	H	+ HNO		= NH2	+ O		7.096557e-25

NH2				LOSS RXS		INT RX RATE	TL = 6.26e+10

  M85	NH2	+ NH2		= N2H4			2.921078e+10 (x2)
  R320	NH2	+ NO		= H2O	+ N2		1.238738e+09
  R212	H2	+ NH2		= NH3	+ H		1.182687e+09
  R322	NH2	+ O		= H	+ HNO		1.045389e+09
  M86	NH2	+ CH3		= CH5N			2.779716e+08
  R323	NH2	+ O		= OH	+ NH		1.623363e+08
  M14	H	+ NH2		= NH3			1.576308e+08
  R324	NH2	+ O		= H2	+ NO		1.161544e+08
  R326	NH2	+ OH		= H2O	+ NH		1.293217e+07
  R644	NH2	+ OH		= NH3	+ O		9.753475e+06
  R317	NH2	+ CH4		= CH3	+ NH3		4.442367e+05
  M40	NH2	+ C2H3		= C2H5N			7.864978e+04
  R312	NH2	+ C2H4		= C2H3	+ NH3		4.029350e+02
  R258	HO2	+ NH2		= NH3	+ O2		3.904142e+01
  R311	NH2	+ C2H2		= C2H	+ NH3		3.710131e+01
  R313	NH2	+ C2H4O		= C2H3O	+ NH3		2.269911e+01
  R319	NH2	+ H2O		= OH	+ NH3		7.347726e+00
  R315	NH2	+ C2H6		= C2H5	+ NH3		8.543425e-02
  R316	NH2	+ CH3		= CH4	+ NH		1.886448e-02
  R321	NH2	+ NO2		= H2O	+ N2O		1.620317e-02
  R325	NH2	+ O3		= H2O	+ NO2		2.596896e-07
  R314	NH2	+ C2H5		= C2H6	+ NH		1.308242e-09
  R310	NH2	+ C		= CH	+ NH		5.712000e-20

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 5.36e+10

  P42	NH3			= NH2	+ H		3.320384e+10
  P68	N2H4			= N2H3	+ H		1.061041e+10
  P6	H2O			= H	+ OH		1.441025e+09
  R212	H2	+ NH2		= NH3	+ H		1.182687e+09
  P20	CH2O			= CHO	+ H		1.080134e+09
  R322	NH2	+ O		= H	+ HNO		1.045389e+09
  T46	CHO			= CO	+ H		9.220964e+08
  R455	O(1D)	+ H2		= H	+ OH		7.409470e+08
  P41	HCN			= H	+ CN		6.038438e+08
  R511	OH	+ CO		= CO2	+ H		5.149806e+08
  R533	S	+ HS		= H	+ S2		4.918280e+08
  R512	OH	+ H2		= H2O	+ H		4.226651e+08
  P45	H2S			= HS	+ H		3.887954e+08
  R207	H2	+ CN		= HCN	+ H		2.493172e+08
  R597	CH21	+ H2		= CH3	+ H		1.411080e+08
  R202	H2	+ CH		= CH2	+ H		1.348149e+08
  P32	CH4			= CH3	+ H		1.272155e+08
  R304	NH	+ O		= NO	+ H		1.093045e+08
  P71	HNO			= NO	+ H		5.745531e+07
  R327	NH3	+ CH		= HCN	+ H2	+ H	3.528783e+07
  R301	NH	+ NO		= N2O	+ H		2.157521e+07
  P34	CH4			= CH	+ H2	+ H	1.861691e+07
  R195	H2	+ C2H		= C2H2	+ H		1.189422e+07
  R289	N	+ NH		= N2	+ H		1.087140e+07
  P40	CH4O			= CH3O	+ H		4.189495e+06
  P56	C2H2			= C2H	+ H		3.683825e+06
  R506	OH	+ CN		= H	+ CNO		3.624409e+06
  R528	OH	+ SO		= SO2	+ H		9.121538e+05
  R415	O	+ CH3		= CH2O	+ H		6.620309e+05
  R295	N	+ OH		= NO	+ H		5.199475e+05
  R433	O	+ H2		= H	+ OH		4.914894e+05
  R416	O	+ CH3		= CO	+ H2	+ H	2.704869e+05
  R527	OH	+ S		= H	+ SO		1.394292e+05
  R445	O	+ OH		= O2	+ H		1.022324e+05
  R33	CH	+ CH4		= C2H4	+ H		9.996257e+04
  P59	C2H4			= C2H2	+ H	+ H	7.276833e+04 (x2)
  R206	H2	+ CHO		= CH2O	+ H		3.314053e+04
  P63	C2H6			= C2H4	+ H	+ H	2.362735e+04 (x2)
  P60	C2H4			= C2H3	+ H		1.455367e+04
  R203	H2	+ CH3		= CH4	+ H		9.721552e+03
  R44	CH2	+ CH3		= C2H4	+ H		8.486859e+03
  P70	C2H5N			= HCN	+ CH3	+ H	5.869710e+03
  R281	N	+ CH		= CN	+ H		4.621764e+03
  T43	HSO2			= SO2	+ H		4.207418e+03
  R492	OH	+ CH2		= CH2O	+ H		4.063006e+03
  P57	C2H3			= C2H2	+ H		2.715387e+03
  R266	HS	+ O		= H	+ SO		2.147810e+03
  R427	O	+ CHO		= CO2	+ H		1.314091e+03
  R449	O(1D)	+ CH4		= CH3O	+ H		1.180485e+03
  R408	O	+ CH		= CO	+ H		2.822932e+02
  R339	NO	+ CH		= H	+ CNO		1.978003e+02
  R411	O	+ CH2		= CO	+ H	+ H	1.833133e+02 (x2)
  R396	O	+ C2H4		= C2H3O	+ H		4.317106e+01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.607205e+01
  R395	O	+ C2H3		= C2H2O	+ H		2.524606e+00
  R277	N	+ C2H3		= C2H2N	+ H		2.021896e+00
  R198	H2	+ C2H5		= C2H6	+ H		1.825354e+00
  R403	O	+ C2H5		= C2H4O	+ H		1.211310e+00
  R546	SO2	+ C2H		= CO	+ OCS	+ H	7.150197e-01
  R204	H2	+ CH3O		= CH4O	+ H		2.691799e-01
  R390	O	+ C2H2		= H	+ C2HO		2.062957e-01
  R197	H2	+ C2H3		= C2H4	+ H		5.104627e-02
  R435	O	+ HCN		= H	+ CNO		3.426455e-03
  T47	CH3O			= CH2O	+ H		1.445852e-03
  T49	CHO2			= CO2	+ H		1.020854e-04
  T18	CH3O2			= CH2O2	+ H		5.974717e-05
  R308	NH	+ OH		= H	+ HNO		2.974082e-06
  T38	C2H5O			= C2H4O	+ H		1.361063e-06
  R370	NO2	+ CHO		= NO	+ CO2	+ H	9.832348e-09
  P28	CH2O2			= CHO2	+ H		7.923354e-09
  R209	H2	+ HO2		= H2O2	+ H		2.850453e-11
  T27	C2H5			= C2H4	+ H		2.197390e-11
  R495	OH	+ CH3		= CH3O	+ H		4.088108e-12
  R479	OH	+ C2H2		= C2H2O	+ H		5.957225e-15
  R3	C	+ H2		= CH	+ H		8.347123e-16
  R193	H2	+ C		= CH	+ H		8.347123e-16
  R205	H2	+ CH3O2		= CH4O2	+ H		1.110636e-18
  T8	HNO			= H	+ NO		1.729419e-20
  R213	H2	+ NO2		= H	+ HNO2		9.156585e-21
  T42	HSO			= SO	+ H		6.518055e-22
  T59	H2S			= HS	+ H		4.350977e-24
  T25	C2H3			= C2H2	+ H		2.888494e-24
  T2	HO2			= O2	+ H		3.387745e-26
  T19	CH4O			= CH3O	+ H		2.313358e-29
  R10	H2	+ C2H4		= C2H5	+ H		1.963171e-36
  T28	C2H6			= C2H5	+ H		6.253220e-47
  R41	H2	+ C2H2		= C2H3	+ H		2.257876e-49
  T57	HCN			= H	+ CN		5.849587e-66
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 5.32e+10

  R639	N2H4	+ H		= N2H3	+ H2		2.862998e+10
  R641	N2H3	+ H		= NH2	+ NH2		1.389351e+10
  M12	H	+ CO		= CHO			8.008361e+09
  R162	H	+ CHO		= CO	+ H2		1.151566e+09
  R172	H	+ HNO		= H2	+ NO		9.805917e+08
  R146	H	+ CH2		= CH	+ H2		1.905283e+08
  M14	H	+ NH2		= NH3			1.576308e+08
  R560	HS	+ H		= H2	+ S		8.094449e+07
  R230	H2S	+ H		= H2	+ HS		3.985429e+07
  R145	H	+ CH		= C	+ H2		2.092602e+07
  R152	H	+ CH3O		= CH4O			1.739524e+07
  R153	H	+ CH3O		= CH3	+ OH		9.873163e+06
  M10	H	+ CHO		= CH2O			4.910603e+06
  R575	HSO	+ H		= HS	+ OH		4.539768e+06
  R163	H	+ CNO		= CO	+ NH		4.275592e+06
  R148	H	+ CH2O		= H2	+ CHO		1.503241e+06
  M57	H	+ CH3		= CH4			8.175549e+05
  R127	H	+ C2H		= C2H2			6.550740e+05
