Total_Molecules: 84
Total_Reactions: 734
Sorting by     : TP Descending
************************************************************

NH2				PRODUCTION RXS		INT RX RATE	TP = 5.99e+10

  P42	NH3			= NH2	+ H		3.300699e+10
  R641	N2H3	+ H		= NH2	+ NH2		1.330733e+10 (x2)
  R329	NH3	+ CN		= HCN	+ NH2		2.842920e+08
  R523	OH	+ NH3		= H2O	+ NH2		6.741133e+06
  R300	NH	+ NH3		= NH2	+ NH2		5.253661e+06 (x2)
  R461	O(1D)	+ NH3		= OH	+ NH2		1.977790e+05
  R186	H	+ NH3		= H2	+ NH2		7.470382e+03
  R171	H	+ HCNO		= CO	+ NH2		5.599227e+03
  M24	N	+ H2		= NH2			2.615493e+03
  R328	NH3	+ CH3		= CH4	+ NH2		3.873022e+00
  T91	N2H4			= NH2	+ NH2		4.175829e-06 (x2)
  R40	NH	+ OH		= NH2	+ O		5.760853e-07
  R515	OH	+ HCN		= CO	+ NH2		1.353093e-09
  T93	CH5N			= CH3	+ NH2		6.736697e-22
  R174	H	+ HNO		= NH2	+ O		5.944977e-22

NH2				LOSS RXS		INT RX RATE	TL = 5.99e+10

  M85	NH2	+ NH2		= N2H4			2.888891e+10 (x2)
  R212	H2	+ NH2		= NH3	+ H		1.181696e+09
  R320	NH2	+ NO		= H2O	+ N2		4.971952e+08
  M86	NH2	+ CH3		= CH5N			2.728902e+08
  M14	H	+ NH2		= NH3			1.405070e+08
  R322	NH2	+ O		= H	+ HNO		3.908556e+07
  R326	NH2	+ OH		= H2O	+ NH		9.377898e+06
  R644	NH2	+ OH		= NH3	+ O		7.072834e+06
  R323	NH2	+ O		= OH	+ NH		6.069512e+06
  R324	NH2	+ O		= H2	+ NO		4.342840e+06
  M40	NH2	+ C2H3		= C2H5N			8.382877e+04
  R312	NH2	+ C2H4		= C2H3	+ NH3		3.885639e+02
  R311	NH2	+ C2H2		= C2H	+ NH3		4.261810e+01
  R319	NH2	+ H2O		= OH	+ NH3		2.983594e+01
  R313	NH2	+ C2H4O		= C2H3O	+ NH3		1.254864e+01
  R258	HO2	+ NH2		= NH3	+ O2		1.504085e+00
  R317	NH2	+ CH4		= CH3	+ NH3		7.339515e-01
  R315	NH2	+ C2H6		= C2H5	+ NH3		1.842805e-01
  R316	NH2	+ CH3		= CH4	+ NH		2.001796e-02
  R321	NH2	+ NO2		= H2O	+ N2O		7.263325e-03
  R314	NH2	+ C2H5		= C2H6	+ NH		1.077706e-09
  R325	NH2	+ O3		= H2O	+ NO2		6.690000e-11
  R310	NH2	+ C		= CH	+ NH		4.501019e-20

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 5.27e+10

  P42	NH3			= NH2	+ H		3.300699e+10
  P68	N2H4			= N2H3	+ H		1.086548e+10
  T46	CHO			= CO	+ H		1.240571e+09
  R212	H2	+ NH2		= NH3	+ H		1.181696e+09
  P20	CH2O			= CHO	+ H		1.112053e+09
  R308	NH	+ OH		= H	+ HNO		8.329548e+08
  P6	H2O			= H	+ OH		7.061149e+08
  R455	O(1D)	+ H2		= H	+ OH		6.505383e+08
  R533	S	+ HS		= H	+ S2		5.417113e+08
  P41	HCN			= H	+ CN		4.963827e+08
  P45	H2S			= HS	+ H		3.869494e+08
  R511	OH	+ CO		= CO2	+ H		3.524220e+08
  R301	NH	+ NO		= N2O	+ H		2.951031e+08
  R512	OH	+ H2		= H2O	+ H		2.257764e+08
  R207	H2	+ CN		= HCN	+ H		1.839914e+08
  R597	CH21	+ H2		= CH3	+ H		1.413607e+08
  P32	CH4			= CH3	+ H		1.238576e+08
  R202	H2	+ CH		= CH2	+ H		9.886567e+07
  P71	HNO			= NO	+ H		5.724279e+07
  R322	NH2	+ O		= H	+ HNO		3.908556e+07
  R289	N	+ NH		= N2	+ H		3.815682e+07
  R327	NH3	+ CH		= HCN	+ H2	+ H	3.472104e+07
  R304	NH	+ O		= NO	+ H		1.834692e+07
  P34	CH4			= CH	+ H2	+ H	1.812550e+07
  R195	H2	+ C2H		= C2H2	+ H		9.847338e+06
  P56	C2H2			= C2H	+ H		3.449068e+06
  P40	CH4O			= CH3O	+ H		3.116752e+06
  R506	OH	+ CN		= H	+ CNO		2.559676e+06
  R528	OH	+ SO		= SO2	+ H		5.684416e+05
  R295	N	+ OH		= NO	+ H		5.542127e+05
  R415	O	+ CH3		= CH2O	+ H		1.158179e+05
  R33	CH	+ CH4		= C2H4	+ H		9.306065e+04
  R527	OH	+ S		= H	+ SO		8.861509e+04
  P59	C2H4			= C2H2	+ H	+ H	6.906534e+04 (x2)
  R416	O	+ CH3		= CO	+ H2	+ H	4.731988e+04
  R206	H2	+ CHO		= CH2O	+ H		4.621070e+04
  R445	O	+ OH		= O2	+ H		4.325031e+04
  P63	C2H6			= C2H4	+ H	+ H	2.269612e+04 (x2)
  R198	H2	+ C2H5		= C2H6	+ H		1.969385e+04
  R197	H2	+ C2H3		= C2H4	+ H		1.737387e+04
  P60	C2H4			= C2H3	+ H		1.381307e+04
  R44	CH2	+ CH3		= C2H4	+ H		8.033173e+03
  R281	N	+ CH		= CN	+ H		5.664067e+03
  R203	H2	+ CH3		= CH4	+ H		4.119580e+03
  T43	HSO2			= SO2	+ H		3.819910e+03
  R492	OH	+ CH2		= CH2O	+ H		3.547742e+03
  P70	C2H5N			= HCN	+ CH3	+ H	3.344850e+03
  P57	C2H3			= C2H2	+ H		3.165675e+03
  R449	O(1D)	+ CH4		= CH3O	+ H		1.272589e+03
  R339	NO	+ CH		= H	+ CNO		1.880429e+02
  R433	O	+ H2		= H	+ OH		1.877848e+02
  R408	O	+ CH		= CO	+ H		1.788779e+02
  R411	O	+ CH2		= CO	+ H	+ H	7.573102e+01 (x2)
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.190573e+01
  R277	N	+ C2H3		= C2H2N	+ H		3.125761e+00
  R427	O	+ CHO		= CO2	+ H		2.204088e+00
  R546	SO2	+ C2H		= CO	+ OCS	+ H	6.640888e-01
  R396	O	+ C2H4		= C2H3O	+ H		5.674950e-01
  R395	O	+ C2H3		= C2H2O	+ H		5.659903e-01
  R204	H2	+ CH3O		= CH4O	+ H		5.446629e-01
  R403	O	+ C2H5		= C2H4O	+ H		1.407404e-01
  R266	HS	+ O		= H	+ SO		1.533909e-02
  R390	O	+ C2H2		= H	+ C2HO		4.109503e-03
  T47	CH3O			= CH2O	+ H		2.577040e-03
  T38	C2H5O			= C2H4O	+ H		6.292557e-04
  T49	CHO2			= CO2	+ H		6.763741e-05
  R435	O	+ HCN		= H	+ CNO		4.775200e-05
  T18	CH3O2			= CH2O2	+ H		2.861371e-05
  T27	C2H5			= C2H4	+ H		1.427054e-07
  P28	CH2O2			= CHO2	+ H		2.641646e-09
  R370	NO2	+ CHO		= NO	+ CO2	+ H	3.956747e-12
  R495	OH	+ CH3		= CH3O	+ H		2.715479e-12
  T25	C2H3			= C2H2	+ H		3.295206e-14
  R209	H2	+ HO2		= H2O2	+ H		4.931384e-15
  R479	OH	+ C2H2		= C2H2O	+ H		3.777608e-15
  R3	C	+ H2		= CH	+ H		5.818879e-16
  R193	H2	+ C		= CH	+ H		5.818879e-16
  T8	HNO			= H	+ NO		1.176683e-17
  R205	H2	+ CH3O2		= CH4O2	+ H		2.227886e-19
  T42	HSO			= SO	+ H		5.865041e-22
  T59	H2S			= HS	+ H		4.351569e-24
  T19	CH4O			= CH3O	+ H		1.496352e-29
  T2	HO2			= O2	+ H		4.967798e-30
  R10	H2	+ C2H4		= C2H5	+ H		2.198976e-32
  R41	H2	+ C2H2		= C2H3	+ H		7.050890e-35
