Total_Molecules: 84
Total_Reactions: 735
Sorting by     : TP Descending
************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 1.50e+12

  M12	H	+ CO		= CHO			1.202137e+12
  P20	CH2O			= CHO	+ H		1.530778e+11
  R272	HS	+ CH2O		= H2S	+ CHO		1.460318e+11
  R148	H	+ CH2O		= H2	+ CHO		1.650759e+07
  R398	O	+ C2H4		= CH3	+ CHO		8.087691e+06
  R133	H	+ C2H3O		= CHO	+ CH3		5.224095e+06
  R413	O	+ CH2O		= CHO	+ OH		4.078776e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	3.498929e+06
  P22	C2H4O			= CHO	+ CH3		8.825360e+05
  R493	OH	+ CH2O		= CHO	+ H2O		5.618604e+05
  R138	H	+ C2H4O		= CH4	+ CHO		5.834719e+03
  R79	CH3O	+ CH2O		= CH4O	+ CHO		4.444310e+01
  R66	CH3	+ CH2O		= CH4	+ CHO		2.205600e+00
  R547	SO2	+ CH		= CHO	+ SO		1.004101e+00
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.919798e-01
  R55	CH2O	+ CN		= HCN	+ CHO		5.469493e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.486191e-02
  R338	NO	+ CH		= N	+ CHO		6.142119e-04
  R474	OCS	+ CH		= CHO	+ CS		1.012662e-05
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		1.678183e-06
  P27	CH2O2			= CHO	+ OH		2.954816e-09
  R51	CH2O	+ C2H3		= C2H4	+ CHO		2.234310e-09
  R362	NO2	+ CH		= CHO	+ NO		6.111601e-10
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.428471e-10
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.796153e-10
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.746948e-24
  T33	C2H4O			= CHO	+ CH3		2.962930e-38
  R121	CO	+ C2H4		= C2H3	+ CHO		5.566053e-59
  R120	CO	+ C2H2		= C2H	+ CHO		2.287744e-80

CHO				LOSS RXS		INT RX RATE	TL = 1.50e+12

  R561	CHO	+ CHO		= CH2O	+ CO		4.363234e+11 (x2)
  R267	HS	+ CHO		= H2S	+ CO		3.605464e+11
  R569	S	+ CHO		= HS	+ CO		1.313107e+11
  T46	CHO			= CO	+ H		5.604971e+10
  R426	O	+ CHO		= CO	+ OH		2.224887e+10
  R427	O	+ CHO		= CO2	+ H		2.224887e+10
  R162	H	+ CHO		= CO	+ H2		1.921126e+10
  R543	SO	+ CHO		= HSO	+ CO		1.610412e+10
  R348	NO	+ CHO		= CO	+ HNO		4.643965e+08
  M10	H	+ CHO		= CH2O			4.104806e+08
  R71	CH3	+ CHO		= CH4	+ CO		2.142635e+07
  R118	CHO	+ O2		= CO	+ HO2		6.959226e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	3.498929e+06
  R70	CH3	+ CHO		= C2H4O			3.213953e+06
  R206	H2	+ CHO		= CH2O	+ H		2.098050e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.074360e+06
  R110	CHO	+ C2H3O		= C2H4O	+ CO		9.398849e+05
  R504	OH	+ CHO		= CO	+ H2O		8.312189e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		5.371800e+05
  R112	CHO	+ C2H5		= C2H6	+ CO		4.217790e+05
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.084915e+05
  R368	NO2	+ CHO		= NO	+ CHO2		1.412530e+05
  R237	HNO	+ CHO		= CH2O	+ NO		9.054154e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	4.249918e+03
  R109	CHO	+ C2H3		= C2H4	+ CO		9.631315e+01
  R108	CHO	+ C2H		= C2H2	+ CO		1.160191e+00
  R50	CH2	+ CHO		= CO	+ CH3		3.184618e-01
